,word,source,pos
278,discrete symmetry operations alternative formulation,1,NN
279,discrete symmetry operations charge conjugation C ,1,NN
280,discrete symmetry operations space reversal P ,1,NN
281,discrete symmetry operations time reversal T ,1,NN
282,discrete symmetry violation,1,NN
283,discrete symmetry operations quantum field theory,1,NN
284,discrete symmetry operations semi-classical viewpoint,1,JJ
285,discrete symmetry operations gravitation,1,NN
286,black hole matter degrees of freedom,1,NN
287,discrete symmetry operations reversal of action M ,1,NN
288,discrete symmetry operations antimatter,1,NN
289,discrete symmetry operations traditional conception,1,NN
290,discrete symmetry operations sign of energy,1,NN
291,discrete symmetry operations sign of charge,1,NN
292,discrete symmetry operations spacetime reversal,1,NN
293,discrete symmetry operations kinematic representation,1,NN
294,discrete symmetry operations backward motion,1,NN
295,discrete symmetry operations angular momentum,1,NN
296,discrete symmetry operations momentum,1,NN
297,discrete symmetry operations space intervals,1,NNS
298,time irreversibility unidirectional time,1,JJ
299,constraint of relational definition discrete symmetry operation,1,NN
300,discrete symmetry operations time intervals,1,NNS
301,constraint of relational definition space and time reversals,1,NNS
302,constraint of relational definition reversal of momentum,1,VBP
303,constraint of relational definition reversal of energy,1,JJ
304,constraint of relational definition polar asymmetry,1,NN
305,constraint of relational definition directional asymmetry,1,NN
306,constraint of relational definition absolute direction,1,NN
307,constraint of relational definition absolute lopsidedness,1,NN
308,discrete symmetry weak interaction,1,NN
309,discrete symmetry operations handedness,1,NN
310,constraint of relational definition sign of charge,1,NN
311,constraint of relational definition completeness,1,JJ
312,constraint of relational definition self-determination,1,NN
313,multiverse,1,NN
314,discrete symmetry operations CPT theorem,1,NN
315,discrete symmetry operations combined operations,1,NNS
316,discrete symmetry operations PTC transformation PTC transformation,1,VBP
317,special relativity,1,NN
318,constraint of relational definition imbalance,1,NN
319,constraint of relational definition space and time directions,1,NNS
320,time direction degree of freedom chronological order,1,VBP
321,discrete symmetry operations dependencies,1,NNS
322,time irreversibility thermodynamic time,1,VBP
323,time direction degree of freedom bidirectional time,1,JJ
324,second law of thermodynamics constraint on process description,1,NN
325,discrete symmetry operations reversal of motion,1,NN
326,time direction degree of freedom antiparticles,1,NNS
327,time irreversibility thermodynamic arrow of time,1,RB
328,time direction degree of freedom time direction-dependent property,1,JJ
329,discrete symmetry operations space and time coordinates,1,NNS
330,discrete symmetry operations conjugate properties,1,NNS
331,discrete symmetry operations joint variation,1,VBP
332,discrete symmetry operations space-related properties,1,NNS
333,discrete symmetry operations time-related properties,1,NNS
334,discrete symmetry operations invariance of the sign of action,1,NN
335,discrete symmetry operations quantum operators,1,NNS
336,state vector,1,VBP
337,propagator,1,NN
338,discrete symmetry operations electric field,1,NN
339,discrete symmetry operations magnetic field,1,VBD
340,discrete symmetry operations currents,1,NNS
341,neutron's electric dipole moment,1,JJ
342,neutron's electric dipole moment direction of dipole,1,JJ
343,neutron's electric dipole moment precession movement,1,JJ
344,discrete symmetry operations enantiomorphic equivalent,1,NN
345,fermion,1,NN
346,polarization,1,NN
347,discrete symmetry operations equivalent operations,1,NNS
348,discrete symmetry operations fermion quantum phase,1,VBP
349,discrete symmetry operations space rotation,1,NN
350,discrete symmetry operations classical equations,1,NNS
351,discrete symmetry operations basic action reversal operation M I ,1,VBP
352,discrete symmetry operations identity operation I ,1,JJ
353,discrete symmetry operations action sign degree of freedom,1,NN
354,negative energy matter discrete symmetries,1,NNS
355,negative energy matter antimatter,1,VBP
356,grand unification theories,1,NNS
357,quark,1,VBP
358,local causality,1,JJ
359,discrete symmetry matter-antimatter asymmetry,1,NN
360,black hole thermodynamics,1,NNS
361,black hole information,1,NN
362,black hole event horizon degrees of freedom,1,NN
363,black hole macroscopic parameters,1,NNS
364,black hole mass,1,VBP
365,black hole angular momentum,1,NN
366,black hole charge,1,NN
367,Bekenstein bound,1,NNP
368,black hole conservation of information,1,NN
369,quantum gravitation discrete space,1,NN
370,quantum gravitation Planck time,1,JJ
371,quantum gravitation elementary unit of surface,1,NN
372,black hole Schwarzschild radius,1,NN
373,quantum gravitation Planck length,1,NN
374,quantum gravitation Planck area,1,NN
375,Boltzmann's constant,1,NNP
376,t Hooft Gerard t Hooft Gerard,1,NN
377,quantum gravitation elementary black hole,1,NN
378,quantum gravitation Planck mass,1,NN
379,second law of thermodynamics gravitational entropy,1,NN
380,discrete symmetry operations fundamental degrees of freedom,1,NN
381,black hole momentum,1,NN
382,black hole stable state,1,NN
383,particle accelerator,1,NN
384,black hole particle momenta,1,NN
385,tidal effect,1,JJ
386,particle beam,1,NN
387,unidirectional variable,1,JJ
388,quantum chromodynamics,1,NNS
389,meson,1,JJ
390,wavelength,1,JJ
391,black hole redshift,1,NN
392,black hole time dilation,1,NN
393,kinetic energy,1,FW
394,rest mass,1,NN
395,quantum gravitation Planck momentum,1,NN
396,black hole particle energies,1,NNS
397,black hole state magnification,1,NN
398,black hole temperature,1,NN
399,black hole particle charges,1,VBZ
400,black hole particle handedness,1,JJ
401,unification scale,1,JJ
402,black hole surface gravitational field,1,NN
403,black hole electromagnetic field,1,VBD
404,black hole Hawking radiation,1,NN
405,nucleus,1,NN
406,electrostatic field pair creation,1,NN
407,quantum gravitation spin networks,1,VBZ
408,second law of thermodynamics coarse-graining,1,JJ
409,quantum gravitation fluctuating gravitational field,1,NN
410,statistical mechanics,1,NNS
411,quantum gravitation microscopic black hole,1,JJ
412,quantum gravitation momentum direction,1,NN
413,quantum gravitation negative energy,1,JJ
414,quantum gravitation energy fluctuations,1,NNS
415,statistical mechanics non-equilibrium thermodynamics,1,NNS
416,statistical mechanics near-equilibrium thermodynamics,1,NNS
417,time irreversibility irreversible processes,1,NNS
418,second law of thermodynamics static equilibrium,1,VBP
419,statistical mechanics equilibrium thermodynamics,1,NNS
420,black hole merger,1,NN
421,negative temperatures,1,NNS
422,negative temperatures energy levels,1,JJ
423,second law of thermodynamics temperature,1,NN
424,negative temperatures infinite temperature,1,NN
425,negative temperatures spin system in magnetic field,1,VBN
426,negative temperatures decrease of entropy,1,RB
427,second law of thermodynamics energy,1,JJ
428,negative temperatures black hole,1,JJ
429,negative temperatures negative energy,1,JJ
430,general relativistic theory,1,NN
431,negative energy in quantum field theory see negative densities vacuum energy,1,JJ
432,time direction degree of freedom requirement of continuity see condition of continuity in time time direction degree of freedom,1,NN
433,negative energy matter uniform distribution see homogeneous distribution negative energy matter,1,RB
434,negative action matter see negative energy matter,1,RB
435,time direction degree of freedom time-symmetric viewpoint see bidirectional time time direction degree of freedom,1,JJ
436,discrete symmetry operations parity P see space reversal P discrete symmetry operations,1,NNS
437,discrete symmetry operations spin see angular momentum discrete symmetry operations,1,NNS
438,discrete symmetry operations fermion wavefunction see fermion quantum phase discrete symmetry operations,1,NNS
439,thermodynamic time asymmetry see time irreversibility,1,NN
440,constraint of relational definition fundamental lopsidedness see absolute lopsidedness constraint of relational definition,1,NN
441,black hole semi-classical theory see thermodynamics black hole,1,JJ
442,quantum gravitation elementary unit of area see elementary unit of surface quantum gravitation,1,NN
443,Bekenstein bound surface information and entropy see black hole,1,NNP
