word,pos,frequency,tf_idf,inf
dimension,NN,6,0.00548269189422,-0.00242234999437
dimensional,JJ,6,0.00548269189422,-0.00242234999437
exists,NNS,6,0.00548269189422,-0.00242234999437
free polynomials,NA,6,0.00548269189422,-0.00242234999437
g-1,JJ,6,0.00548269189422,-0.00242234999437
inclusion,NN,6,0.00548269189422,-0.00242234999437
main,JJ,6,0.00548269189422,-0.00242234999437
p=1,NN,6,0.00548269189422,-0.00242234999437
reducing subspace,NA,6,0.00548269189422,-0.00242234999437
separation theorem,NA,6,0.00548269189422,-0.00242234999437
subpencil,NN,6,0.00548269189422,-0.00242234999437
subset,NN,6,0.00548269189422,-0.00242234999437
unitarily,RB,6,0.00548269189422,-0.00242234999437
whenever,WRB,6,0.00548269189422,-0.00242234999437
1},CD,5,0.00456890991185,-0.00208931796613
5]BVM,CD,5,0.00456890991185,-0.00208931796613
Furthermore,NNP,5,0.00456890991185,-0.00208931796613
Linear,NNP,5,0.00456890991185,-0.00208931796613
Note,NNP,5,0.00456890991185,-0.00208931796613
Observe,NNP,5,0.00456890991185,-0.00208931796613
Sets,NNP,5,0.00456890991185,-0.00208931796613
Soc,NNP,5,0.00456890991185,-0.00208931796613
Spectrahedra,NNP,5,0.00456890991185,-0.00208931796613
University,NNP,5,0.00456890991185,-0.00208931796613
admissible,JJ,5,0.00456890991185,-0.00208931796613
admissible chain,NA,5,0.00456890991185,-0.00208931796613
assumed,VBD,5,0.00456890991185,-0.00208931796613
basis,NN,5,0.00456890991185,-0.00208931796613
block zero,NA,5,0.00456890991185,-0.00208931796613
blocks,NNS,5,0.00456890991185,-0.00208931796613
closed,JJ,5,0.00456890991185,-0.00208931796613
complete,JJ,5,0.00456890991185,-0.00208931796613
complex,JJ,5,0.00456890991185,-0.00208931796613
contractions,NNS,5,0.00456890991185,-0.00208931796613
defining pencil,NA,5,0.00456890991185,-0.00208931796613
denote,VBP,5,0.00456890991185,-0.00208931796613
distinct,JJ,5,0.00456890991185,-0.00208931796613
finite dimensional,NA,5,0.00456890991185,-0.00208931796613
graded,VBD,5,0.00456890991185,-0.00208931796613
ij,NN,5,0.00456890991185,-0.00208931796613
implies,VBZ,5,0.00456890991185,-0.00208931796613
interior,JJ,5,0.00456890991185,-0.00208931796613
irrational,JJ,5,0.00456890991185,-0.00208931796613
itA,NN,5,0.00456890991185,-0.00208931796613
k=1,NN,5,0.00456890991185,-0.00208931796613
maps,NNS,5,0.00456890991185,-0.00208931796613
monic free,NA,5,0.00456890991185,-0.00208931796613
nonzero,NN,5,0.00456890991185,-0.00208931796613
paper,NN,5,0.00456890991185,-0.00208931796613
proof,JJ,5,0.00456890991185,-0.00208931796613
s=,NN,5,0.00456890991185,-0.00208931796613
sequence,NN,5,0.00456890991185,-0.00208931796613
shows,VBZ,5,0.00456890991185,-0.00208931796613
subspaces,NNS,5,0.00456890991185,-0.00208931796613
unitary matrix,NA,5,0.00456890991185,-0.00208931796613
vectors,NNS,5,0.00456890991185,-0.00208931796613
version,NN,5,0.00456890991185,-0.00208931796613
zero column,NA,5,0.00456890991185,-0.00208931796613
1< s<,NA,4,0.00365512792948,-0.0017406713359
2]HKM13,CD,4,0.00365512792948,-0.0017406713359
Assume,NNP,4,0.00365512792948,-0.0017406713359
BVM,NNP,4,0.00365512792948,-0.0017406713359
Circular Free,NA,4,0.00365512792948,-0.0017406713359
Convex,NNP,4,0.00365512792948,-0.0017406713359
Convex Sets,NA,4,0.00365512792948,-0.0017406713359
Define,NNP,4,0.00365512792948,-0.0017406713359
Department,NNP,4,0.00365512792948,-0.0017406713359
EW,NNP,4,0.00365512792948,-0.0017406713359
Effros-Winkler,NNP,4,0.00365512792948,-0.0017406713359
Free Spectrahedra,NA,4,0.00365512792948,-0.0017406713359
Gleichstellensatz,NNP,4,0.00365512792948,-0.0017406713359
Hahn-Banach separation,NA,4,0.00365512792948,-0.0017406713359
LMI defining,NA,4,0.00365512792948,-0.0017406713359
LMIs,NNP,4,0.00365512792948,-0.0017406713359
Matrix Convex,NA,4,0.00365512792948,-0.0017406713359
Operator,NNP,4,0.00365512792948,-0.0017406713359
U=,NNP,4,0.00365512792948,-0.0017406713359
Z=,NNP,4,0.00365512792948,-0.0017406713359
analysis,NN,4,0.00365512792948,-0.0017406713359
commutative,VBP,4,0.00365512792948,-0.0017406713359
compact,JJ,4,0.00365512792948,-0.0017406713359
consisting,VBG,4,0.00365512792948,-0.0017406713359
countable,JJ,4,0.00365512792948,-0.0017406713359
cross term,NA,4,0.00365512792948,-0.0017406713359
depending,VBG,4,0.00365512792948,-0.0017406713359
detailed boundary,NA,4,0.00365512792948,-0.0017406713359
elements,NNS,4,0.00365512792948,-0.0017406713359
evaluations,NNS,4,0.00365512792948,-0.0017406713359
exactly,RB,4,0.00365512792948,-0.0017406713359
freely,RB,4,0.00365512792948,-0.0017406713359
functional,JJ,4,0.00365512792948,-0.0017406713359
generality,NN,4,0.00365512792948,-0.0017406713359
identity,NN,4,0.00365512792948,-0.0017406713359
integer,NN,4,0.00365512792948,-0.0017406713359
isometry,NN,4,0.00365512792948,-0.0017406713359
loss,NN,4,0.00365512792948,-0.0017406713359
minimal LMI,NA,4,0.00365512792948,-0.0017406713359
monomial,JJ,4,0.00365512792948,-0.0017406713359
multiplication,NN,4,0.00365512792948,-0.0017406713359
ncr,JJ,4,0.00365512792948,-0.0017406713359
ncr,VBP,4,0.00365512792948,-0.0017406713359
nd,JJ,4,0.00365512792948,-0.0017406713359
nd g-1,NA,4,0.00365512792948,-0.0017406713359
needed,VBN,4,0.00365512792948,-0.0017406713359
noncommutative polynomials,NA,4,0.00365512792948,-0.0017406713359
numbers,NNS,4,0.00365512792948,-0.0017406713359
orthogonal,JJ,4,0.00365512792948,-0.0017406713359
orthonormal,JJ,4,0.00365512792948,-0.0017406713359
orthonormal basis,NA,4,0.00365512792948,-0.0017406713359
positive integer,NA,4,0.00365512792948,-0.0017406713359
product,NN,4,0.00365512792948,-0.0017406713359
proof,VBP,4,0.00365512792948,-0.0017406713359
proper,JJ,4,0.00365512792948,-0.0017406713359
relatively,RB,4,0.00365512792948,-0.0017406713359
relatively irrational,NA,4,0.00365512792948,-0.0017406713359
result,NN,4,0.00365512792948,-0.0017406713359
s<,NN,4,0.00365512792948,-0.0017406713359
self-adjoint,JJ,4,0.00365512792948,-0.0017406713359
suffices,NNS,4,0.00365512792948,-0.0017406713359
superdiagonal,JJ,4,0.00365512792948,-0.0017406713359
suppose,VBD,4,0.00365512792948,-0.0017406713359
term,NN,4,0.00365512792948,-0.0017406713359
tuples,NNS,4,0.00365512792948,-0.0017406713359
types,NNS,4,0.00365512792948,-0.0017406713359
unitaries,NNS,4,0.00365512792948,-0.0017406713359
unitarily,JJ,4,0.00365512792948,-0.0017406713359
univariate,JJ,4,0.00365512792948,-0.0017406713359
1< e<,NA,3,0.00274134594711,-0.00137243064113
2]Zal,CD,3,0.00274134594711,-0.00137243064113
Adv,NNP,3,0.00274134594711,-0.00137243064113
Amer,NNP,3,0.00274134594711,-0.00137243064113
Appendix,NNP,3,0.00274134594711,-0.00137243064113
Applying,NNP,3,0.00274134594711,-0.00137243064113
Applying Lemma,NA,3,0.00274134594711,-0.00137243064113
Ball,NNP,3,0.00274134594711,-0.00137243064113
Circular Matrix,NA,3,0.00274134594711,-0.00137243064113
Corollary,NNP,3,0.00274134594711,-0.00137243064113
Effros,NNP,3,0.00274134594711,-0.00137243064113
Equation,NNP,3,0.00274134594711,-0.00137243064113
Free,JJ,3,0.00274134594711,-0.00137243064113
Inequalities,NNP,3,0.00274134594711,-0.00137243064113
Linear Matrix,NA,3,0.00274134594711,-0.00137243064113
Matrix Inequalities,NA,3,0.00274134594711,-0.00137243064113
Paulsen,NNP,3,0.00274134594711,-0.00137243064113
Polynomials,NNP,3,0.00274134594711,-0.00137243064113
SIAM,NNP,3,0.00274134594711,-0.00137243064113
Theory,NNP,3,0.00274134594711,-0.00137243064113
appears,VBZ,3,0.00274134594711,-0.00137243064113
argument,NN,3,0.00274134594711,-0.00137243064113
article,NN,3,0.00274134594711,-0.00137243064113
canonical,JJ,3,0.00274134594711,-0.00137243064113
characterizing,VBG,3,0.00274134594711,-0.00137243064113
choice,NN,3,0.00274134594711,-0.00137243064113
classification,NN,3,0.00274134594711,-0.00137243064113
collection,NN,3,0.00274134594711,-0.00137243064113
completes,VBZ,3,0.00274134594711,-0.00137243064113
consequence,NN,3,0.00274134594711,-0.00137243064113
contain,VBP,3,0.00274134594711,-0.00137243064113
continuous,JJ,3,0.00274134594711,-0.00137243064113
contraction,NN,3,0.00274134594711,-0.00137243064113
contradiction,NN,3,0.00274134594711,-0.00137243064113
cr,JJ,3,0.00274134594711,-0.00137243064113
cr,NN,3,0.00274134594711,-0.00137243064113
definition,NN,3,0.00274134594711,-0.00137243064113
denote,VB,3,0.00274134594711,-0.00137243064113
desired,VBD,3,0.00274134594711,-0.00137243064113
detailed,VBD,3,0.00274134594711,-0.00137243064113
dimension e<,NA,3,0.00274134594711,-0.00137243064113
domains,VBZ,3,0.00274134594711,-0.00137243064113
effective,JJ,3,0.00274134594711,-0.00137243064113
empty,JJ,3,0.00274134594711,-0.00137243064113
evaluating,VBG,3,0.00274134594711,-0.00137243064113
fixed,VBN,3,0.00274134594711,-0.00137243064113
g-tuple,NN,3,0.00274134594711,-0.00137243064113
g-tuples,NNS,3,0.00274134594711,-0.00137243064113
geometry,NN,3,0.00274134594711,-0.00137243064113
gives,VBZ,3,0.00274134594711,-0.00137243064113
hypotheses,VBZ,3,0.00274134594711,-0.00137243064113
hypothesis,NN,3,0.00274134594711,-0.00137243064113
immediately,RB,3,0.00274134594711,-0.00137243064113
inequality,NN,3,0.00274134594711,-0.00137243064113
invariant,VBP,3,0.00274134594711,-0.00137243064113
involution,NN,3,0.00274134594711,-0.00137243064113
irreducible,JJ,3,0.00274134594711,-0.00137243064113
isometric,JJ,3,0.00274134594711,-0.00137243064113
isometries,NNS,3,0.00274134594711,-0.00137243064113
j],VBP,3,0.00274134594711,-0.00137243064113
letters,NNS,3,0.00274134594711,-0.00137243064113
linear matrix,NA,3,0.00274134594711,-0.00137243064113
location,NN,3,0.00274134594711,-0.00137243064113
m+1,NN,3,0.00274134594711,-0.00137243064113
m+n,NN,3,0.00274134594711,-0.00137243064113
matricial,JJ,3,0.00274134594711,-0.00137243064113
nN,JJ,3,0.00274134594711,-0.00137243064113
noncommuting,VBG,3,0.00274134594711,-0.00137243064113
none,NN,3,0.00274134594711,-0.00137243064113
norm,JJ,3,0.00274134594711,-0.00137243064113
notation,NN,3,0.00274134594711,-0.00137243064113
onto,IN,3,0.00274134594711,-0.00137243064113
orthogonal decomposition,NA,3,0.00274134594711,-0.00137243064113
pair,VBP,3,0.00274134594711,-0.00137243064113
pencils,NNS,3,0.00274134594711,-0.00137243064113
permutation,NN,3,0.00274134594711,-0.00137243064113
positive semidefinite,NA,3,0.00274134594711,-0.00137243064113
positivity,NN,3,0.00274134594711,-0.00137243064113
projection,NN,3,0.00274134594711,-0.00137243064113
prove Theorem,NA,3,0.00274134594711,-0.00137243064113
prove item,NA,3,0.00274134594711,-0.00137243064113
respectively,RB,3,0.00274134594711,-0.00137243064113
results,NNS,3,0.00274134594711,-0.00137243064113
rotations,NNS,3,0.00274134594711,-0.00137243064113
s=1,NN,3,0.00274134594711,-0.00137243064113
satisfies,NNS,3,0.00274134594711,-0.00137243064113
self-contained,JJ,3,0.00274134594711,-0.00137243064113
self-contained proof,NA,3,0.00274134594711,-0.00137243064113
sets,VBZ,3,0.00274134594711,-0.00137243064113
space,NN,3,0.00274134594711,-0.00137243064113
standard,JJ,3,0.00274134594711,-0.00137243064113
standard orthonormal,NA,3,0.00274134594711,-0.00137243064113
subsection,NN,3,0.00274134594711,-0.00137243064113
subset,VBD,3,0.00274134594711,-0.00137243064113
subsets,NNS,3,0.00274134594711,-0.00137243064113
supported,VBD,3,0.00274134594711,-0.00137243064113
suppose,JJ,3,0.00274134594711,-0.00137243064113
suppose,VBP,3,0.00274134594711,-0.00137243064113
system,NN,3,0.00274134594711,-0.00137243064113
systems,NNS,3,0.00274134594711,-0.00137243064113
theory,NN,3,0.00274134594711,-0.00137243064113
0],CD,2,0.00182756396474,-0.000977839430582
1/2,CD,2,0.00182756396474,-0.000977839430582
2Re,CD,2,0.00182756396474,-0.000977839430582
AMS,NNP,2,0.00182756396474,-0.000977839430582
Additionally,NNP,2,0.00182756396474,-0.000977839430582
Anal,NNP,2,0.00182756396474,-0.000977839430582
BKU78,NNP,2,0.00182756396474,-0.000977839430582
C=,NNP,2,0.00182756396474,-0.000977839430582
California,NNP,2,0.00182756396474,-0.000977839430582
Cambridge,NNP,2,0.00182756396474,-0.000977839430582
Choose,NNP,2,0.00182756396474,-0.000977839430582
Choosing,NNP,2,0.00182756396474,-0.000977839430582
Consequently,NNP,2,0.00182756396474,-0.000977839430582
Control,NNP,2,0.00182756396474,-0.000977839430582
Effros-Winkler Theorem,NA,2,0.00182756396474,-0.000977839430582
Equivalently,RB,2,0.00182756396474,-0.000977839430582
Farenick,NNP,2,0.00182756396474,-0.000977839430582
Fix positive,NA,2,0.00182756396474,-0.000977839430582
Free Polynomials,NA,2,0.00182756396474,-0.000977839430582
Free Spectrahedron,NA,2,0.00182756396474,-0.000977839430582
Function,NNP,2,0.00182756396474,-0.000977839430582
Function Theory,NA,2,0.00182756396474,-0.000977839430582
HKM12,NNP,2,0.00182756396474,-0.000977839430582
HKM16,NNP,2,0.00182756396474,-0.000977839430582
Hilbert,NNP,2,0.00182756396474,-0.000977839430582
Hilbert space,NA,2,0.00182756396474,-0.000977839430582
Hilbert-Schmidt,NNP,2,0.00182756396474,-0.000977839430582
Hilbert-Schmidt norm,NA,2,0.00182756396474,-0.000977839430582
Invariant,NNP,2,0.00182756396474,-0.000977839430582
Likewise,NNP,2,0.00182756396474,-0.000977839430582
London,NNP,2,0.00182756396474,-0.000977839430582
Mathematical,NNP,2,0.00182756396474,-0.000977839430582
NSF,NNP,2,0.00182756396474,-0.000977839430582
NSF grant,NA,2,0.00182756396474,-0.000977839430582
Noncommutative,NNP,2,0.00182756396474,-0.000977839430582
Pencil,NNP,2,0.00182756396474,-0.000977839430582
Positivstellensatz,NNP,2,0.00182756396474,-0.000977839430582
Proof,NNP,2,0.00182756396474,-0.000977839430582
Putinar,NNP,2,0.00182756396474,-0.000977839430582
Reinhardt,NNP,2,0.00182756396474,-0.000977839430582
Reinhardt domains,NA,2,0.00182756396474,-0.000977839430582
Rotationally,NNP,2,0.00182756396474,-0.000977839430582
Rotationally invariant,NA,2,0.00182756396474,-0.000977839430582
San,NNP,2,0.00182756396474,-0.000977839430582
Series,NNP,2,0.00182756396474,-0.000977839430582
Similarly,RB,2,0.00182756396474,-0.000977839430582
Society,NNP,2,0.00182756396474,-0.000977839430582
Spectrahedron,NNP,2,0.00182756396474,-0.000977839430582
Studies,NNP,2,0.00182756396474,-0.000977839430582
Taylor,NNP,2,0.00182756396474,-0.000977839430582
U=U,NNP,2,0.00182756396474,-0.000977839430582
Using,NNP,2,0.00182756396474,-0.000977839430582
Vinnikov,NNP,2,0.00182756396474,-0.000977839430582
William,NNP,2,0.00182756396474,-0.000977839430582
William Helton,NA,2,0.00182756396474,-0.000977839430582
Winkler,NNP,2,0.00182756396474,-0.000977839430582
acts,NNS,2,0.00182756396474,-0.000977839430582
affine,NN,2,0.00182756396474,-0.000977839430582
affine linear,NA,2,0.00182756396474,-0.000977839430582
algebra,NN,2,0.00182756396474,-0.000977839430582
algebraic geometry,NA,2,0.00182756396474,-0.000977839430582
analog,NN,2,0.00182756396474,-0.000977839430582
appear,VBP,2,0.00182756396474,-0.000977839430582
application,NN,2,0.00182756396474,-0.000977839430582
appropriate,VBP,2,0.00182756396474,-0.000977839430582
appropriate sizes,NA,2,0.00182756396474,-0.000977839430582
assume,JJ,2,0.00182756396474,-0.000977839430582
balanced implies,NA,2,0.00182756396474,-0.000977839430582
block superdiagonal,NA,2,0.00182756396474,-0.000977839430582
bound,NN,2,0.00182756396474,-0.000977839430582
bounded,VBD,2,0.00182756396474,-0.000977839430582
canonical shuffle,NA,2,0.00182756396474,-0.000977839430582
cf,NN,2,0.00182756396474,-0.000977839430582
characterize,VBP,2,0.00182756396474,-0.000977839430582
characterize free,NA,2,0.00182756396474,-0.000977839430582
choose,JJ,2,0.00182756396474,-0.000977839430582
circular subsets,NA,2,0.00182756396474,-0.000977839430582
class,NN,2,0.00182756396474,-0.000977839430582
classical,JJ,2,0.00182756396474,-0.000977839430582
classify,VB,2,0.00182756396474,-0.000977839430582
closed matrix,NA,2,0.00182756396474,-0.000977839430582
commuting,VBG,2,0.00182756396474,-0.000977839430582
completes,NNS,2,0.00182756396474,-0.000977839430582
complex variables,NA,2,0.00182756396474,-0.000977839430582
conclude,VBP,2,0.00182756396474,-0.000977839430582
conjugating,VBG,2,0.00182756396474,-0.000977839430582
consider,NN,2,0.00182756396474,-0.000977839430582
considers,NNS,2,0.00182756396474,-0.000977839430582
considers matrix,NA,2,0.00182756396474,-0.000977839430582
construction,NN,2,0.00182756396474,-0.000977839430582
contained,VBN,2,0.00182756396474,-0.000977839430582
containing,VBG,2,0.00182756396474,-0.000977839430582
contractive,JJ,2,0.00182756396474,-0.000977839430582
contradicting,VBG,2,0.00182756396474,-0.000977839430582
convenience,NN,2,0.00182756396474,-0.000977839430582
convex,VBP,2,0.00182756396474,-0.000977839430582
corresponding,VBG,2,0.00182756396474,-0.000977839430582
define,NN,2,0.00182756396474,-0.000977839430582
define,VBP,2,0.00182756396474,-0.000977839430582
defined,VBD,2,0.00182756396474,-0.000977839430582
defined,VBN,2,0.00182756396474,-0.000977839430582
defining subpencil,NA,2,0.00182756396474,-0.000977839430582
degree,NN,2,0.00182756396474,-0.000977839430582
dense,NN,2,0.00182756396474,-0.000977839430582
determined,VBD,2,0.00182756396474,-0.000977839430582
diagonal,JJ,2,0.00182756396474,-0.000977839430582
direction,NN,2,0.00182756396474,-0.000977839430582
domain,NN,2,0.00182756396474,-0.000977839430582
domains,NNS,2,0.00182756396474,-0.000977839430582
d},JJ,2,0.00182756396474,-0.000977839430582
d},NN,2,0.00182756396474,-0.000977839430582
e<,FW,2,0.00182756396474,-0.000977839430582
e<,JJ,2,0.00182756396474,-0.000977839430582
e<,NN,2,0.00182756396474,-0.000977839430582
edu,VBD,2,0.00182756396474,-0.000977839430582
effective version,NA,2,0.00182756396474,-0.000977839430582
entry,NN,2,0.00182756396474,-0.000977839430582
equations,NNS,2,0.00182756396474,-0.000977839430582
existence,NN,2,0.00182756396474,-0.000977839430582
exists positive,NA,2,0.00182756396474,-0.000977839430582
extend,VBP,2,0.00182756396474,-0.000977839430582
extends,VBZ,2,0.00182756396474,-0.000977839430582
field,NN,2,0.00182756396474,-0.000977839430582
free analysis,NA,2,0.00182756396474,-0.000977839430582
free semialgebraic,NA,2,0.00182756396474,-0.000977839430582
freely generated,NA,2,0.00182756396474,-0.000977839430582
function,NN,2,0.00182756396474,-0.000977839430582
g},NN,2,0.00182756396474,-0.000977839430582
implies matrix,NA,2,0.00182756396474,-0.000977839430582
inclusions,NNS,2,0.00182756396474,-0.000977839430582
indices,NNS,2,0.00182756396474,-0.000977839430582
intersection,NN,2,0.00182756396474,-0.000977839430582
invariant free,NA,2,0.00182756396474,-0.000977839430582
invariant subspace,NA,2,0.00182756396474,-0.000977839430582
isometric conjugation,NA,2,0.00182756396474,-0.000977839430582
j-th,JJ,2,0.00182756396474,-0.000977839430582
j=,VBP,2,0.00182756396474,-0.000977839430582
j=0,NN,2,0.00182756396474,-0.000977839430582
j=1,VBP,2,0.00182756396474,-0.000977839430582
j],$,2,0.00182756396474,-0.000977839430582
je,NN,2,0.00182756396474,-0.000977839430582
k+1,JJ,2,0.00182756396474,-0.000977839430582
k+1,NN,2,0.00182756396474,-0.000977839430582
k=1,NNP,2,0.00182756396474,-0.000977839430582
k=1,VBD,2,0.00182756396474,-0.000977839430582
kRe,NN,2,0.00182756396474,-0.000977839430582
lemma,JJ,2,0.00182756396474,-0.000977839430582
letting,VBG,2,0.00182756396474,-0.000977839430582
lies,VBZ,2,0.00182756396474,-0.000977839430582
linear,IN,2,0.00182756396474,-0.000977839430582
linear,VBP,2,0.00182756396474,-0.000977839430582
linear functional,NA,2,0.00182756396474,-0.000977839430582
linear pencils,NA,2,0.00182756396474,-0.000977839430582
linear polynomial,NA,2,0.00182756396474,-0.000977839430582
