,word,source,pos
310,Berberian S K ,2,NNP
311,hyperstonian ii,2,VBZ
312,self-supporting subset ii,2,JJ
313,Fremlin D H ,2,NNP
314,Oxtoby J C ,2,NNP
315,ring Baer ---,2,JJ
316,abzzarotimes A barotimes B ii,2,NN
317,monotone complete tensor products,2,NNS
318,Hamana M ,2,NNP
319,Takeuti G ,2,NNP
320,Ozawa M ,2,NNP
321,bounded global section algebra ii,2,NN
322,Abzzglobs tlA ii,2,NNP
323,CCtzzCCx tCCx ii,2,NNP
324,J 'onsson B ,2,NNP
325,McKenzie R N ,2,NNP
326,McNulty G F ,2,NNP
327,Taylor W F ,2,NNP
328,Jen v c,2,NNP
329,Lov 'asz L ,2,NNP
330,right ,2,NN
331,I II III ,2,NNP
332,QCD,3,NNP
333,Chiral symmetry in QCD,3,NNP
334,Chiral symmetry in QED,3,NNP
335,Chiral perturbation theory,3,NNP
336,Power counting,3,NNP
337,Nuclear force long-range,3,NNP
338,Nuclear force short-range,3,NNP
339,Nuclear phenomenology,3,NNP
340,Nuclear force OPEP,3,NNP
341,Nuclear force TPEP,3,NNP
342,Nuclear force three-nucleon,3,NNP
343,Nuclear force tensor,3,NNP
344,Nuclear force first-generation,3,NNP
345,Nuclear force second-generation,3,NNP
346,Nuclear force third-generation,3,NNP
347,Accurate nuclear calculations trinucleon H and He,3,NNP
348,Accurate nuclear calculations alpha He,3,NNP
349,Green's Function Monte Carlo,3,NNP
350,Accurate nuclear calculations a A - ,3,NNP
351,Nuclear scales,3,NNP
352,Electric polarizability deuterium,3,NNP
353,Polarizability electric,3,NNP
354,Lamb shift nuclear finite size,3,NNP
355,Electric polarizability,3,NNP
356,Electric polarizability Coulomb corrections,3,NNP
357,Vacuum polarization hadronic,3,NNP
358,Nuclear charge density,3,NNP
359,Nuclear quadrupole moment Coulomb interaction,3,NNP
360,Nuclear current density,3,NNP
361,Magnetic moment nuclear,3,NNP
362,Nuclear radii,3,NNP
363,Nuclear radii magnetic,3,NNP
364,Electron-nucleus scattering,3,NNP
365,Nuclear quadrupole moment deuterium,3,NNP
366,Electric polarizability tensor,3,NNP
367,Hyperfine splitting quadrupole,3,NNP
368,Nuclear radii H H,3,NNP
369,Compton amplitude nuclear,3,NNP
370,Compton amplitude meson-exchange currents,3,NNP
371,Polarizability generalized,3,NNP
372,Polarizability magnetic,3,NNP
373,Polarizability logarithmic modification,3,NNP
374,Polarizability spin-dependent,3,NNP
375,Hyperfine splitting spin-dependent polarizability,3,NNP
376,Hyperfine splitting deuterium,3,NNP
377,Electric polarizability light nuclei,3,NNP
378,Lamb shift MU muonic He,3,NNP
379,Nuclear current density magnetization density,3,NNP
380,Nuclear current density meson-exchange currents,3,NNP
381,Hyperfine splitting light atoms,3,NNP
382,Hyperfine splitting Zemach moments,3,NNP
383,Gerasimov-Drell-Hearn sum rule,3,NNP
384,Nuclear radii proton,3,NNP
385,Electron-nucleus scattering Coulomb corrections,3,NNP
386,Lamb shift muonic hydrogen,3,NNP
387,Nuclear radii wave function,3,NNP
388,Nuclear charge density exotic contributions,3,NNP
389,Nuclear radii neutron,3,NNP
390,Isotope shift light atoms,3,NNP
391,Isotope shift helium isotopes,3,NNP
392,Isotope shift hydrogen isotopes,3,NNP
393,Isotope shift lithium isotopes,3,NNP
394,Isotope shift deuterium-hydrogen,3,NNP
395,Nuclear radii deuterium,3,NNP
396,Magnetic susceptibility deuterium,3,NNP
397,Isotope shift tritium-hydrogen,3,NNP
398,Nuclear radii He He,3,NNP
399,Painlev 'e analysis,4,NNP
400,Painlev 'e property,4,NNP
401,Painlev 'e property for ODEs,4,NNP
402,singularity movable,4,JJ
403,singularity fixed,4,JJ
404,Painlev 'e functions,4,NNP
405,irreducibility,4,NN
406,classification,4,NN
407,B acklund transformation,4,NNP
408,B acklund transformation auto--,4,NNP
409,integrability,4,NN
410,B acklund parameter,4,NNP
411,Painlev 'e property for PDEs,4,NNP
412,hodograph transformation,4,NN
413,reduction noncharacteristic,4,JJ
414,Painlev 'e test,4,NNP
415,method of pole-like expansions,4,NNS
416,singular manifold variable,4,JJ
417,homographic group,4,NN
418,homographic invariants,4,NNS
419,Schwarzian,4,JJ
420,KPP equation,4,NNP
421,diophantine condition,4,NN
422,no-logarithm condition,4,NN
423,singular part operator,4,NN
424,Kundu-Eckhaus equation,4,NNP
425,truncation method,4,NN
426,singular manifold method,4,NN
427,Darboux involution,4,NNP
428,Lax pair,4,NNP
429,Korteweg-de Vries equation modified,4,NNP
430,singular manifold equation,4,NN
431,Korteweg-de Vries equation,4,NNP
432,Darboux-Halphen system,4,NNP
433,Lorenz model,4,NNP
434,solitary waves,4,VBZ
435,Kuramoto-Sivashinsky equation,4,NNP
436,Painlev 'e equation PVI ,4,NNP
437,Liouville--integrability,4,NNP
438,H 'enon-Heiles system,4,NNP
439,separating variables,4,VBZ
440,Painlev 'e property discrete,4,NNP
441,Painlev 'e test discrete,4,NNP
442,singularity confinement method,4,NN
443,contiguity relation,4,NN
444,u l vert l j ,4,JJ
445,u x k pas k-k dots N ,4,JJ
446,u x pasq k k-k dots N ,4,JJ
447,negative mass motivations,5,NNS
448,negative energy the problem of,5,VBP
449,negative energy motivations,5,NNS
450,negative energy traditional interpretation,5,VBP
451,negative energy in quantum field theory,5,JJ
452,negative energy in general relativity,5,NN
453,vacuum energy cosmological constant,5,JJ
454,vacuum energy negative contributions,5,NNS
455,open questions,5,NNS
456,constraint of relational definition,5,VBP
457,constraint of relational definition universe,5,JJ
458,negative energy the problem of ,5,JJ
459,negative energy matter observational evidence,5,NN
460,time irreversibility origin,5,NN
461,negative energy propagation constraint,5,NN
462,negative energy interaction constraint,5,NN
463,time direction degree of freedom direction of propagation,5,NN
464,negative energy versus negative charge,5,NN
465,negative energy Dirac's solution,5,NN
466,negative energy antiparticles,5,NNS
467,negative energy transition constraint,5,VBP
468,vacuum decay problem,5,JJ
469,negative energy steady state cosmology,5,NN
470,negative energy the problem of ,5,NNS
471,time direction degree of freedom ,5,VBP
472,time direction degree of freedom relativity of the sign of charges,5,NNS
473,time direction degree of freedom relativity of the sign of energy,5,VBP
474,time irreversibility backward in time propagation,5,NN
475,time direction degree of freedom Feynman's interpretation,5,NN
476,time direction degree of freedom grand unified theories,5,NNS
477,negative energy negative action,5,VBP
478,coordinative definition,5,NN
479,time direction degree of freedom condition of continuity in time,5,NN
480,negative energy matter requirement of exchange symmetry,5,NN
481,negative mass traditional concept,5,IN
482,negative mass negative inertial mass,5,NN
483,constraint of relational definition gravitational force,5,NN
484,principle of equivalence,5,NN
485,time direction degree of freedom ,5,NN
486,negative energy energy conditions,5,NNS
487,vacuum energy negative densities,5,NNS
488,negative energy of attractive force field,5,VBP
489,negative energy bound systems,5,JJ
490,negative energy positive energy theorems,5,JJ
491,constraint of relational definition time direction-dependent property,5,JJ
492,negative mass ,5,JJ
493,negative mass gravitational mass,5,NN
494,negative mass traditional concept ,5,NN
495,negative mass principle of inertia,5,JJ
496,gravitational repulsion,5,NN
497,negative mass Newton's third law,5,NN
498,constraint of relational definition sign of mass,5,NN
499,negative mass absolute gravitational force,5,NN
500,negative mass positive inertial mass,5,NN
501,principle of equivalence violation of the,5,NN
502,equivalent gravitational field ,5,NN
503,inertial gravitational force,5,NN
504,local inertial frame of reference,5,NN
505,dynamic equilibrium of forces,5,NNS
506,negative mass Newton's second law,5,VBP
507,negative mass generalized Newton's second law,5,NN
508,negative mass acceleration,5,NN
509,negative mass traditional concept ,5,FW
510,principle of equivalence Einstein's elevator experiment,5,NN
511,principle of equivalence equivalent source,5,NN
512,general relativistic theory observer dependent gravitational field,5,NN
513,constraint of relational definition acceleration,5,NN
514,Mach Ernst,5,NNP
515,principle of equivalence relativized,5,VBD
516,equivalent gravitational field ,5,JJ
517,principle of equivalence ,5,NN
518,constraint of relational definition principle of relativity,5,NN
519,constraint of relational definition relativity of acceleration,5,NN
520,constraint of relational definition absolute space,5,NN
521,equivalent gravitational field,5,VBD
522,relativistic frame dragging,5,VBG
523,inertial gravitational force from identical matter distributions,5,NNS
524,cosmological principle,5,JJ
525,material nature of gravitation,5,NN
526,universal force,5,NN
527,material nature of gravitation electromagnetic field analogy,5,NN
528,physical nature of geometry,5,NN
529,Coriolis force,5,NNP
530,global inertial frame of reference,5,NN
531,principle of equivalence ,5,NN
532,negative mass ,5,JJ
533,voids in a matter distribution ,5,NN
534,gravitational repulsion from voids in a matter distribution,5,NN
535,negative energy matter overdensity,5,NN
536,negative energy matter underdensity,5,NN
537,voids in a matter distribution effects on expansion of space,5,NN
538,voids in a matter distribution gravitational dynamics,5,NNS
539,voids in a matter distribution inertial mass,5,VBP
540,voids in a matter distribution Birkhoff's theorem,5,JJ
541,voids in a matter distribution spherical voids,5,NNS
542,voids in a matter distribution the hollow sphere analogy,5,NN
543,gravitational repulsion uncompensated gravitational attraction,5,NN
544,constraint of relational definition center of mass of the universe,5,NN
545,Mach's principle,5,NNP
546,voids in a matter distribution surrounding overdense shell,5,NNP
547,negative energy matter voids in positive vacuum energy,5,JJ
548,vacuum energy from quantum fluctuations,5,NNS
549,vacuum energy virtual processes,5,NNS
550,gravitational repulsion from missing positive vacuum energy,5,VBP
551,vacuum energy equilibrium state,5,JJ
552,voids in negative vacuum energy positive energy matter,5,NN
553,voids in a matter distribution negative energy matter distribution,5,NN
554,negative energy filled energy continuum,5,FW
555,constraint of relational definition sign of energy,5,NN
556,equations of state,5,VBP
557,vacuum charge neutrality,5,NN
558,negative energy matter homogeneous distribution,5,NN
559,voids in negative vacuum energy mutual interactions,5,NNS
560,gravitational repulsion uncompensated,5,VBD
561,vacuum energy local absence of absence,5,NN
562,voids in a matter distribution ,5,NN
563,negative energy matter outstanding problems ,5,JJ
564,negative energy pair annihilation,5,NN
565,negative energy pair creation,5,NN
566,energy out of nothing problem,5,FW
567,negative energy matter conservation of energy,5,JJ
568,matter creation,5,NN
569,matter creation observational evidence,5,NN
570,vacuum energy ground state,5,NN
571,negative energy matter conservation of momentum,5,NN
572,gravitational repulsion antigravity,5,NN
573,perpetual motion problem,5,VBP
574,time travel paradox,5,JJ
575,negative energy matter implicit assumptions,5,NNS
576,negative energy matter outstanding problems ,5,VBP
577,negative energy matter dominant paradigm,5,JJ
578,negative energy matter dark matter,5,RB
579,Feynman Richard,5,NNP
580,repulsive force field energy sign of,5,NN
581,negative energy matter energy of force fields,5,NNS
582,negative energy matter absence of interactions with,5,RB
583,constraint of relational definition interaction field energy,5,JJ
584,voids in a matter distribution,5,NN
585,vacuum energy interactions with matter,5,NN
586,negative energy matter concentrations,5,NNS
587,negative energy matter rarity,5,NN
588,energy out of nothing problem ,5,VBP
589,matter creation favorable conditions,5,NNS
590,negative energy matter momentum direction,5,JJ
591,time direction degree of freedom pair creation and annihilation,5,NN
592,time direction degree of freedom particle world-line,5,JJ
593,time direction degree of freedom reversal of action,5,NN
594,time direction degree of freedom reversal of energy,5,NN
595,negative energy matter transformation into,5,IN
596,gravitational repulsion weakness,5,NN
597,quantum gravitation Planck energy,5,JJ
598,second law of thermodynamics constraint on matter creation,5,NN
599,second law of thermodynamics spreading of energy,5,NN
600,second law of thermodynamics microstates,5,NNS
601,second law of thermodynamics entropy,5,VBP
602,second law of thermodynamics fluctuations,5,NNS
603,matter creation permanence,5,NN
604,matter creation conservation of energy,5,NN
605,vacuum energy conservation of energy,5,NN
606,second law of thermodynamics stable state,5,VBP
607,matter creation quantum gravitational scale,5,NN
608,matter creation big bang,5,NN
609,matter creation cosmic expansion,5,NN
610,time direction degree of freedom direction of the flow of time,5,NN
611,negative energy matter sign of charge,5,NN
612,discrete symmetry operations invariance of the sign of charge,5,NN
613,energy out of nothing problem ,5,VBP
614,vacuum decay problem ,5,NN
615,interaction boson,5,NN
616,interaction vertex mixed action signs,5,VBZ
617,Rutherford atom model,5,NNP
618,constraint of relational definition lower energies,5,NNS
619,second law of thermodynamics thermal equilibrium,5,VBP
620,second law of thermodynamics matter disintegration,5,NN
621,negative energy matter initial distribution,5,NN
622,second law of thermodynamics smoothness of matter distribution,5,NN
623,vacuum energy zero point,5,NN
624,vacuum decay problem ,5,NN
625,negative energy matter colliding opposite energy bodies,5,NNS
626,general relativistic theory conservation of energy,5,VBP
627,general relativistic theory gravitational field energy,5,JJ
628,vacuum energy gravitational potential energy,5,NN
629,negative energy matter gravitational potential energy,5,NN
630,negative energy kinetic energy,5,JJ
631,negative mass absolute inertial mass,5,NN
632,strong nuclear interaction,5,NN
633,vacuum energy virtual particles,5,NNS
634,principle of equivalence entangled system,5,VBP
635,negative energy matter outstanding problems,5,JJ
636,gravitational repulsion antimatter experiment,5,NN
637,negative energy matter antimatter experiment with,5,NN
638,negative energy matter potential energy,5,JJ
639,energy out of nothing problem work and useful energy,5,JJ
640,wormhole,5,NN
641,wormhole traversable,5,JJ
642,wormhole throat,5,NN
643,wormhole exotic matter,5,NN
644,black hole,5,JJ
645,black hole spacetime singularity,5,NN
646,black hole gravitational collapse,5,NN
647,wormhole instability,5,NN
648,time travel paradox causality violation,5,NN
649,second law of thermodynamics degrees of freedom,5,NN
650,black hole event horizon,5,NN
651,black hole surface area,5,NN
652,black hole entropy,5,NN
653,black hole matter absorption,5,NN
654,black hole mass reduction,5,NN
655,second law of thermodynamics violation,5,NN
656,negative energy matter thermal energy,5,RB
657,negative energy matter heat,5,JJ
658,negative energy matter radiation,5,NN
659,negative energy matter temperature,5,NN
660,black hole thermodynamics nn,5,NN
661,black hole temperature nn,5,NN
662,black hole surface gravitational field nn,5,NN
663,negative temperatures nn,5,JJ
664,black hole entropy nn,5,JJ
665,negative energy myths,5,NNS
666,axioms negative energy ,5,IN
667,axioms negative energy matter ,5,JJ
668,axioms negative mass ,5,JJ
669,general relativistic theory generalized gravitational field equations,5,NNS
670,negative energy matter inhomogeneities,5,NNS
671,axioms negative energy ,5,VBP
672,axioms negative energy matter ,5,JJ
673,axioms negative mass ,5,NN
674,general relativistic theory generalized gravitational field equations ,5,NN
675,general relativistic theory mathematical structure,5,NN
676,axioms negative energy matter,5,NN
677,general relativistic theory observer dependent energy sign,5,NN
678,general relativistic theory observer dependent metric properties,5,NNS
679,general relativistic theory natural viewpoints,5,NNS
680,general relativistic theory energy sign convention,5,NN
681,general relativistic theory earlier publications,5,NNS
682,general relativistic theory distinctive features,5,VBZ
683,general relativistic theory bi-metric theories,5,NNS
684,general relativistic theory conjugate metrics,5,NNS
685,general relativistic theory stress-energy tensors,5,NNS
686,Petit Jean-Pierre nn,5,NNP
687,general relativistic theory justifications,5,NNS
688,general relativistic theory earlier interpretations,5,NNS
689,general relativistic theory consequences,5,NNS
690,general relativistic theory assumptions,5,NNS
691,general relativistic theory curvature tensors,5,NNS
692,general relativistic theory geodesics,5,NNS
693,general relativistic theory general covariance,5,NN
694,general relativistic theory alternative proposals,5,NNS
695,general relativistic theory redefined energy ground state,5,VBP
696,general relativistic theory mathematical requirement,5,JJ
697,general relativistic theory additional variables,5,NNS
698,general relativistic theory alternative notation nn,5,VBP
699,general relativistic theory pull-overs,5,NNS
700,general relativistic theory maps,5,NNS
701,general relativistic theory metric conversion factors,5,NNS
702,general relativistic theory Einstein tensor,5,VBP
703,general relativistic theory vacuum energy terms,5,NNS
704,general relativistic theory physical requirements,5,NNS
705,general relativistic theory irregular stress-energy tensors,5,NNS
706,general relativistic theory average stress-energy tensors,5,NNS
707,general relativistic theory variational principle,5,JJ
708,vacuum energy natural maximum densities,5,NNS
709,quantum gravitation,5,VBP
710,general relativistic theory vacuum stress-energy tensors,5,NNS
711,general relativistic theory natural vacuum stress-energy tensors,5,NNS
712,negative energy matter cosmological models,5,NNS
713,negative energy matter universal expansion,5,NN
714,axioms negative energy,5,IN
715,axioms negative mass,5,NN
716,negative mass Newtonian gravitation,5,NN
717,general relativistic theory Newtonian limit or approximation,5,NN
718,negative energy matter ratio of cosmic densities,5,NNS
719,general relativistic theory generalized gravitational field equations ,5,VBP
720,time direction degree of freedom,5,JJ
721,negative mass,5,NN
722,quantum gravitation gravitons,5,NNS
723,black hole negative energy matter,5,VBP
724,quantum gravitation Planck scale,5,JJ
725,discrete symmetry operations alternative formulation,5,NN
726,discrete symmetry operations charge conjugation C ,5,NN
727,discrete symmetry operations space reversal P ,5,NN
728,discrete symmetry operations time reversal T ,5,NN
729,discrete symmetry violation,5,NN
730,discrete symmetry operations quantum field theory,5,NN
731,discrete symmetry operations semi-classical viewpoint,5,JJ
732,discrete symmetry operations gravitation,5,NN
733,black hole matter degrees of freedom,5,NN
734,discrete symmetry operations reversal of action M ,5,NN
735,discrete symmetry operations antimatter,5,NN
736,discrete symmetry operations traditional conception,5,NN
737,discrete symmetry operations sign of energy,5,NN
